"id_ventas";"id_estados";"id_productos";"id_tipospago";"orden";"fecha_venta";"cantidad_ordenada";"precio";"descuento";"total"
258820;2;1612;11;100180335;"10/5/2016";1;10499;0;10499
258821;1;158;1;100180336;"10/5/2016";1;120;0;120
258822;1;1612;1;100180337;"10/5/2016";1;10499;0;10499
258823;1;64;1;100180338;"10/5/2016";1;290;0;500
258824;1;315;1;100180338;"10/5/2016";1;210;0;500
258825;2;2650;11;100180339;"10/5/2016";1;24999;0;24999
258827;3;4985;1;100180340;"10/5/2016";1;1100;0;1100
258828;1;2650;11;100180341;"10/5/2016";1;24999;0;24999
258830;3;45;1;100180342;"10/5/2016";1;320;0;320
258831;2;724;11;100180343;"10/5/2016";1;690;0;690
258832;2;1612;1;100180344;"10/5/2016";1;10499;0;10499
258833;3;724;1;100180345;"10/5/2016";1;690;0;690
258834;1;4985;1;100180346;"10/5/2016";1;1100;0;1100
258835;2;158;11;100180347;"10/5/2016";2;120;0;240
258836;1;158;1;100180348;"10/5/2016";1;120;0;120
258837;1;143;1;100180349;"10/5/2016";1;160;0;160
258838;1;88;1;100180350;"10/5/2016";1;190;0;190
258839;1;350;1;100180351;"10/5/2016";1;570;0;570
258840;2;6734;11;100180352;"10/5/2016";1;5995;0;5995
258842;3;6734;1;100180353;"10/5/2016";1;5995;0;5995
258844;2;5;11;100180354;"10/5/2016";2;360;0;720
258845;1;4422;1;100180355;"10/5/2016";1;12599;0;12599
258847;1;5;1;100180356;"10/5/2016";2;360;0;720
258848;1;6370;1;100180357;"10/5/2016";1;1150;0;2300
258850;1;6735;1;100180357;"10/5/2016";1;1150;0;2300
258852;1;97;1;100180358;"10/5/2016";1;120;0;120
258853;1;14;1;100180359;"10/5/2016";1;320;0;320
258854;1;5;1;100180360;"10/5/2016";1;360;0;360
258855;2;6736;11;100180361;"10/5/2016";1;805;0;805
258856;2;5;11;100180362;"10/5/2016";1;360;0;360
258857;2;6737;11;100180363;"10/5/2016";1;399;0;399
258859;3;4155;1;100180364;"10/5/2016";1;9900;0;9900
258860;2;151;11;100180365;"10/5/2016";1;6500;0;6500
258861;2;6488;11;100180366;"10/5/2016";1;530;0;530
258862;1;5;1;100180367;"10/5/2016";1;360;0;360
258863;1;6737;1;100180368;"10/5/2016";1;399;0;399
258865;3;151;1;100180369;"10/5/2016";1;6500;0;6500
258866;3;6738;1;100180370;"10/5/2016";1;610;0;610
258867;1;14;1;100180371;"10/5/2016";1;320;0;320
258868;2;6051;11;100180372;"10/5/2016";1;300;0;600
258870;2;6090;11;100180372;"10/5/2016";1;300;0;600
258872;3;3806;1;100180373;"10/5/2016";1;1199;0;1199
258873;2;1328;11;100180374;"10/5/2016";2;55;0;110
258874;3;5923;4;100180375;"10/5/2016";1;1499;0;0
258876;1;1328;1;100180376;"10/5/2016";2;55;0;110
258877;1;6739;1;100180377;"10/5/2016";1;2105;0;2105
258878;2;1384;11;100180378;"10/5/2016";1;250;0;250
258879;1;6090;4;100180379;"10/5/2016";1;300;0;0
258881;1;1328;1;100180380;"10/5/2016";1;55;0;55
258882;1;6740;1;100180381;"10/5/2016";1;200;0;700
258884;1;5838;1;100180381;"10/5/2016";1;300;0;700
258886;1;6741;1;100180381;"10/5/2016";1;200;0;700
258888;1;5603;1;100180382;"10/5/2016";1;225;0;225
258889;2;6742;11;100180383;"10/5/2016";1;499;0;499
258891;2;2101;1;100180384;"10/5/2016";1;70;0;70
258892;2;2607;11;100180385;"10/5/2016";1;24999;0;24999
258894;1;1612;1;100180386;"10/5/2016";1;10499;0;10499
258895;1;5;1;100180387;"10/5/2016";1;360;0;360
258896;3;2607;1;100180388;"10/5/2016";1;24999;0;24999
258898;1;5838;1;100180389;"10/5/2016";1;300;0;300
258900;3;6660;1;100180390;"10/5/2016";1;500;0;500
258902;2;6408;11;100180391;"10/5/2016";1;300;0;300
258904;1;6408;1;100180392;"10/5/2016";1;300;0;300
258906;3;6408;1;100180393;"10/5/2016";1;300;0;300
258908;3;4837;1;100180394;"10/5/2016";1;550;0;550
258909;2;218;11;100180395;"10/5/2016";1;110;0;110
258910;3;218;1;100180396;"10/5/2016";1;110;0;110
258911;1;5;1;100180397;"10/5/2016";1;360;0;360
258912;1;301;1;100180398;"10/5/2016";1;120;0;360
258913;1;1093;1;100180398;"10/5/2016";1;120;0;360
258914;1;528;1;100180398;"10/5/2016";1;120;0;360
258915;1;752;1;100180399;"10/5/2016";1;1500;0;1500
258916;2;5;11;100180400;"10/5/2016";1;360;0;360
258917;2;5;11;100180401;"10/5/2016";1;360;0;360
258918;3;2984;1;100180402;"10/5/2016";1;15999;0;15999
258920;1;490;1;100180403;"10/5/2016";2;415;0;830
258921;3;5;1;100180404;"10/5/2016";1;360;0;360
258922;2;5502;11;100180405;"10/5/2016";1;399;0;399
258924;1;5502;1;100180406;"10/5/2016";1;399;0;399
258926;1;4400;1;100180407;"10/5/2016";1;12599;0;12599
258928;1;6570;1;100180408;"10/5/2016";1;200;0;200
258930;1;6743;1;100180409;"10/5/2016";1;1499;0;1499
258931;1;6744;1;100180410;"10/5/2016";1;1300;0;1300
258932;1;3822;1;100180411;"10/5/2016";1;1240;0;1240
258933;1;675;11;100180412;"10/5/2016";1;327;0;327
258934;1;4672;1;100180413;"10/5/2016";1;12599;0;12599
258936;1;2217;11;100180414;"10/5/2016";1;16899;0;16899
258937;2;4422;11;100180415;"10/5/2016";1;12599;0;12599
258939;1;6745;11;100180416;"10/5/2016";1;5450;0;14630
258941;1;6746;11;100180416;"10/5/2016";1;9180;0;14630
258943;1;2004;1;100180417;"10/5/2016";1;200;0;200
258944;2;4422;11;100180418;"10/5/2016";1;12599;0;12599
258946;1;2300;1;100180419;"10/5/2016";2;85;0;170
258947;1;4422;11;100180420;"10/5/2016";1;12599;0;12599
258949;1;1369;1;100180421;"10/5/2016";1;690;0;690
258950;3;6565;1;100180422;"10/5/2016";1;300;0;300
258952;1;5599;1;100180423;"10/5/2016";1;749;0;1537
258953;1;5598;1;100180423;"10/5/2016";1;225;0;1537
258954;1;5600;1;100180423;"10/5/2016";1;563;0;1537
258955;2;2252;11;100180424;"10/5/2016";1;24200;0;24200
258956;3;5839;1;100180425;"10/5/2016";1;500;0;1000
258958;3;5993;1;100180425;"10/5/2016";1;500;0;1000
258960;2;2252;11;100180426;"10/5/2016";1;24200;0;24200
258961;3;2252;1;100180427;"10/5/2016";1;24200;0;24200
258962;2;211;11;100180428;"10/5/2016";1;250;0;250
258963;1;4402;1;100180429;"10/5/2016";1;12599;0;12599
258965;2;2010;11;100180430;"10/5/2016";1;895;0;895
258966;2;6747;11;100180431;"10/5/2016";1;1649;0;2992
258968;2;6748;11;100180431;"10/5/2016";1;1343;0;2992
258970;1;6747;1;100180432;"10/5/2016";1;1649;0;2992
258972;1;6748;1;100180432;"10/5/2016";1;1343;0;2992
258974;1;3278;11;100180433;"10/5/2016";1;23160;0;23160
258975;3;6749;1;100180434;"10/5/2016";1;405;0;840
258976;3;3803;1;100180434;"10/5/2016";1;435;0;840
258977;1;409;1;100180435;"10/6/2016";1;29000;0;29000
258978;2;6750;1;100180436;"10/6/2016";1;1299;0;1759
258980;2;2603;1;100180436;"10/6/2016";1;460;0;1759
258981;2;6187;11;100180437;"10/6/2016";1;1000;0;1000
258982;3;6751;1;100180438;"10/6/2016";1;5995;0;5995
258984;1;4668;1;100180439;"10/6/2016";1;12599;0;12599
258986;1;2004;1;100180440;"10/6/2016";2;200;0;2748
258987;1;44;1;100180440;"10/6/2016";1;1998;0;2748
258988;1;4389;1;100180440;"10/6/2016";1;350;0;2748
258989;2;6750;1;100180441;"10/6/2016";1;1299;0;1759
258991;2;2603;1;100180441;"10/6/2016";1;460;0;1759
258992;2;509;11;100180442;"10/6/2016";1;4975;0;4975
258993;2;33;6;100180443;"10/6/2016";1;455;0;455
258994;1;225;1;100180444;"10/6/2016";1;350;0;350
258995;3;1797;11;100180445;"10/6/2016";1;1460;0;1460
258996;2;4107;11;100180446;"10/6/2016";1;16899;0;16899
258998;1;4494;1;100180447;"10/6/2016";1;1199;0;1199
259000;3;3792;11;100180448;"10/6/2016";1;6575;0;6575
259001;1;2489;1;100180449;"10/6/2016";1;900;0;900
259002;2;3542;11;100180450;"10/6/2016";1;18999;0;18999
259003;2;3542;11;100180451;"10/6/2016";1;18999;0;18999
259004;3;510;1;100180452;"10/6/2016";1;1375;0;1375
259005;2;6752;1;100180453;"10/6/2016";1;1420;0;1420
259006;1;5680;11;100180454;"10/6/2016";1;3025;0;3025
259007;2;3709;11;100180455;"10/6/2016";1;27000;0;27000
259008;1;5787;1;100180456;"10/6/2016";1;660;0;660
259009;2;3709;11;100180457;"10/6/2016";1;27000;0;27000
259010;2;3709;11;100180458;"10/6/2016";1;27000;0;27000
259011;1;3525;1;100180459;"10/6/2016";1;400;0;400
259012;3;3709;11;100180460;"10/6/2016";1;27000;0;27000
259013;2;510;11;100180461;"10/6/2016";1;1375;0;1375
259014;2;31;11;100180462;"10/6/2016";1;21500;0;21500
259015;3;2010;1;100180463;"10/6/2016";1;895;0;895
259016;2;535;11;100180464;"10/6/2016";1;71999;0;71999
259017;2;3709;11;100180465;"10/6/2016";1;27000;0;27000
259018;2;3709;11;100180466;"10/6/2016";1;27000;0;27000
259019;3;3709;11;100180467;"10/6/2016";1;27000;0;27000
259020;2;535;11;100180468;"10/6/2016";1;71999;0;71999
259021;2;3792;11;100180469;"10/6/2016";1;6575;0;9373
259022;2;4756;11;100180469;"10/6/2016";1;1399;0;9373
259024;2;2659;11;100180469;"10/6/2016";1;1399;0;9373
259026;2;3792;11;100180470;"10/6/2016";1;6575;0;9373
259027;2;4756;11;100180470;"10/6/2016";1;1399;0;9373
259029;2;2659;11;100180470;"10/6/2016";1;1399;0;9373
259031;2;535;11;100180471;"10/6/2016";1;71999;0;71999
259032;3;1988;11;100180472;"10/6/2016";1;62000;0;62000
259033;3;3767;11;100180473;"10/6/2016";1;132000;0;132000
259034;1;2519;11;100180474;"10/6/2016";1;250;0;250
259035;2;1201;11;100180475;"10/6/2016";1;70567;0;70567
259036;2;6753;11;100180476;"10/6/2016";1;3200;0;65200
259038;2;1988;11;100180476;"10/6/2016";1;62000;0;65200
259039;2;1988;11;100180477;"10/6/2016";1;62000;0;65200
259040;2;6753;11;100180477;"10/6/2016";1;3200;0;65200
259042;2;6754;11;100180478;"10/6/2016";1;2666;0;22374
259043;2;6755;11;100180478;"10/6/2016";1;6300;0;22374
259044;2;3599;11;100180478;"10/6/2016";1;6700;0;22374
259045;2;2148;11;100180478;"10/6/2016";1;6708;0;22374
259046;2;1988;11;100180479;"10/6/2016";1;62000;0;65200
259047;2;6753;11;100180479;"10/6/2016";1;3200;0;65200
259049;2;6754;11;100180480;"10/6/2016";1;2666;0;22374
259050;2;6755;11;100180480;"10/6/2016";1;6300;0;22374
259051;2;3599;11;100180480;"10/6/2016";1;6700;0;22374
259052;2;2148;11;100180480;"10/6/2016";1;6708;0;22374
259053;2;1988;11;100180481;"10/6/2016";1;62000;0;65200
259054;2;6756;11;100180481;"10/6/2016";1;3200;0;65200
259056;2;1988;11;100180482;"10/6/2016";1;62000;0;65200
259057;2;6756;11;100180482;"10/6/2016";1;3200;0;65200
259059;2;6754;11;100180483;"10/6/2016";1;2666;0;22374
259060;2;6755;11;100180483;"10/6/2016";1;6300;0;22374
259061;2;3599;11;100180483;"10/6/2016";1;6700;0;22374
259062;2;2148;11;100180483;"10/6/2016";1;6708;0;22374
259063;2;6756;11;100180484;"10/6/2016";1;3200;0;65200
259065;2;1988;11;100180484;"10/6/2016";1;62000;0;65200
259066;2;535;11;100180485;"10/6/2016";1;71999;0;71999
259067;2;535;11;100180486;"10/6/2016";1;71999;0;71999
259068;2;6754;11;100180487;"10/6/2016";1;2666;0;22374
259069;2;6755;11;100180487;"10/6/2016";1;6300;0;22374
259070;2;3599;11;100180487;"10/6/2016";1;6700;0;22374
259071;2;2148;11;100180487;"10/6/2016";1;6708;0;22374
259072;2;1988;11;100180488;"10/6/2016";1;62000;0;65200
259073;2;6756;11;100180488;"10/6/2016";1;3200;0;65200
259075;2;6754;11;100180489;"10/6/2016";1;2666;0;22374
259076;2;6755;11;100180489;"10/6/2016";1;6300;0;22374
259077;2;3599;11;100180489;"10/6/2016";1;6700;0;22374
259078;2;2148;11;100180489;"10/6/2016";1;6708;0;22374
259079;2;6756;11;100180490;"10/6/2016";1;3200;0;65200
259081;2;1988;11;100180490;"10/6/2016";1;62000;0;65200
259082;2;1988;11;100180491;"10/6/2016";1;62000;0;65200
259083;2;6756;11;100180491;"10/6/2016";1;3200;0;65200
259085;2;6754;11;100180492;"10/6/2016";1;2666;0;22374
259086;2;6755;11;100180492;"10/6/2016";1;6300;0;22374
259087;2;3599;11;100180492;"10/6/2016";1;6700;0;22374
259088;2;2148;11;100180492;"10/6/2016";1;6708;0;22374
259089;2;1988;11;100180493;"10/6/2016";1;62000;0;65200
259090;2;6756;11;100180493;"10/6/2016";1;3200;0;65200
259092;2;1988;11;100180494;"10/6/2016";1;62000;0;65200
259093;2;6756;11;100180494;"10/6/2016";1;3200;0;65200
259095;2;1988;11;100180495;"10/6/2016";1;62000;0;65200
259096;2;6756;11;100180495;"10/6/2016";1;3200;0;65200
259098;2;571;11;100180496;"10/6/2016";1;16500;0;16500
259099;2;6754;11;100180497;"10/6/2016";1;2666;0;22374
259100;2;6755;11;100180497;"10/6/2016";1;6300;0;22374
259101;2;3599;11;100180497;"10/6/2016";1;6700;0;22374
259102;2;2148;11;100180497;"10/6/2016";1;6708;0;22374
259103;2;3709;11;100180498;"10/6/2016";1;27000;0;27000
259104;2;535;11;100180499;"10/6/2016";1;71999;0;71999
259105;2;3709;11;100180500;"10/6/2016";1;27000;0;27000
259106;2;6757;11;100180501;"10/6/2016";1;110600;0;110600
259107;2;535;11;100180502;"10/6/2016";1;71999;0;71999
259108;2;6757;11;100180503;"10/6/2016";1;110600;0;110600
259109;2;6757;11;100180504;"10/6/2016";1;110600;0;110600
259110;3;3709;11;100180505;"10/6/2016";1;27000;0;27000
259111;2;31;11;100180506;"10/6/2016";1;21500;0;21500
259112;2;31;11;100180507;"10/6/2016";1;21500;0;21500
259113;1;1423;1;100180508;"10/6/2016";1;140;0;280
259114;1;1422;1;100180508;"10/6/2016";1;140;0;280
259115;2;705;7;100180509;"10/6/2016";1;890;0;890
259116;1;6040;1;100180510;"10/6/2016";1;300;0;300
259118;2;3767;11;100180511;"10/6/2016";1;132000;0;132000
259119;2;3709;11;100180512;"10/6/2016";1;27000;0;27000
259120;3;3906;11;100180513;"10/6/2016";1;86250;0;86250
259121;1;5;1;100180514;"10/6/2016";1;360;0;500
259122;1;1525;1;100180514;"10/6/2016";1;140;0;500
259123;3;1988;11;100180515;"10/6/2016";2;62000;0;124000
259124;2;1908;1;100180516;"10/6/2016";1;11900;0;11900
259125;1;301;1;100180517;"10/6/2016";1;120;0;360
259126;1;1093;1;100180517;"10/6/2016";1;120;0;360
259127;1;528;1;100180517;"10/6/2016";1;120;0;360
259128;2;1908;1;100180518;"10/6/2016";1;11900;0;11900
259129;1;301;1;100180519;"10/6/2016";1;120;0;360
259130;1;1093;1;100180519;"10/6/2016";1;120;0;360
259131;1;528;1;100180519;"10/6/2016";1;120;0;360
259132;2;4837;11;100180520;"10/6/2016";1;550;0;550
259133;1;4837;1;100180521;"10/6/2016";1;550;0;550
259134;1;4399;1;100180522;"10/6/2016";1;12599;0;12599
259136;1;14;1;100180523;"10/6/2016";1;320;0;320
259137;1;14;1;100180524;"10/6/2016";1;320;0;320
259138;1;14;1;100180525;"10/6/2016";1;320;0;320
259139;1;946;1;100180526;"10/6/2016";1;299;0;299
259140;2;5;11;100180527;"10/6/2016";1;360;0;360
259141;1;6758;1;100180528;"10/6/2016";1;599;0;599
259143;1;88;1;100180529;"10/6/2016";2;190;0;380
259144;3;839;1;100180530;"10/6/2016";1;12530;0;12530
259145;1;5;1;100180531;"10/6/2016";1;360;0;360
259146;1;5;1;100180532;"10/6/2016";1;360;0;360
259147;2;6759;11;100180533;"10/6/2016";1;1150;0;1150
259148;1;14;1;100180534;"10/6/2016";1;320;0;320
259149;1;5;1;100180535;"10/6/2016";1;360;0;360
259150;2;6759;11;100180536;"10/6/2016";1;1150;0;1150
259151;1;5;1;100180537;"10/6/2016";1;360;0;360
259152;1;5611;1;100180538;"10/6/2016";1;425;0;425
259153;1;6759;1;100180539;"10/6/2016";1;1150;0;1150
259154;1;2941;1;100180540;"10/6/2016";1;1000;0;2490
259155;1;322;1;100180540;"10/6/2016";1;500;0;2490
259156;1;6760;1;100180540;"10/6/2016";1;990;0;2490
259157;1;705;1;100180541;"10/6/2016";1;890;0;890
259158;2;4420;11;100180542;"10/6/2016";2;12599;0;25198
259160;1;4837;1;100180543;"10/6/2016";2;550;0;1100
259161;2;5;11;100180544;"10/6/2016";1;360;0;360
259162;1;5;1;100180545;"10/6/2016";1;360;0;360
259163;1;5534;4;100180546;"10/6/2016";1;3499;0;0
259164;1;6761;9;100180547;"10/6/2016";1;1999;0;0
259165;2;1228;11;100180548;"10/6/2016";1;300;0;300
259166;3;1256;1;100180549;"10/6/2016";1;650;0;650
259167;2;5379;11;100180550;"10/6/2016";1;6052;0;2410
259168;1;241;1;100180551;"10/6/2016";1;250;0;250
259169;2;1228;11;100180552;"10/6/2016";1;300;0;300
259170;1;6762;4;100180553;"10/6/2016";1;1199;0;0
259172;1;1228;1;100180554;"10/6/2016";1;300;0;300
259173;1;1228;1;100180555;"10/6/2016";1;300;0;300
259174;1;1228;1;100180556;"10/6/2016";1;300;0;300
259175;1;6763;1;100180557;"10/6/2016";1;65;0;65
259176;2;6764;1;100180558;"10/6/2016";1;549;0;549
259178;2;1482;4;100180559;"10/6/2016";100;5;0;0
259179;1;59;1;100180560;"10/6/2016";1;144;0;144
259180;2;4672;11;100180561;"10/6/2016";1;12599;0;12599
259182;1;448;1;100180562;"10/6/2016";1;144;0;144
259183;1;4672;1;100180563;"10/6/2016";1;12599;0;12599
259185;1;1612;1;100180564;"10/6/2016";1;10499;0;10499
259186;2;6097;11;100180565;"10/6/2016";1;350;0;950
259188;2;6565;11;100180565;"10/6/2016";1;300;0;950
259190;2;5951;11;100180565;"10/6/2016";1;300;0;950
259192;1;241;1;100180566;"10/6/2016";1;250;0;250
259193;1;6097;1;100180567;"10/6/2016";1;350;0;950
259195;1;6565;1;100180567;"10/6/2016";1;300;0;950
259197;1;5951;1;100180567;"10/6/2016";1;300;0;950
259199;1;4023;1;100180568;"10/6/2016";1;15110;0;15110
259200;3;6765;1;100180569;"10/6/2016";1;200;0;200
259202;3;6765;1;100180570;"10/6/2016";1;200;0;200
259204;2;6673;11;100180571;"10/6/2016";1;300;0;300
259206;1;6673;1;100180572;"10/6/2016";1;300;0;300
259208;2;5;11;100180573;"10/6/2016";1;360;0;360
259209;3;3240;1;100180574;"10/6/2016";1;1189;0;1189
259211;1;5;1;100180575;"10/6/2016";1;360;0;360
259212;2;5;11;100180576;"10/6/2016";1;360;0;360
259213;1;4837;1;100180577;"10/6/2016";1;550;0;550
259214;1;5;1;100180578;"10/6/2016";1;360;0;360
259215;1;5;1;100180579;"10/6/2016";1;360;0;360
259216;2;4773;11;100180580;"10/6/2016";1;1250;0;1250
259217;1;6766;1;100180581;"10/6/2016";1;499;0;499
259219;1;4773;1;100180582;"10/6/2016";1;1250;0;1250
259220;2;5892;11;100180583;"10/6/2016";2;1462;0;2924
259221;1;4463;4;100180584;"10/6/2016";1;849;0;0
259222;1;218;1;100180585;"10/6/2016";2;110;0;220
259223;2;4153;11;100180586;"10/6/2016";1;3600;0;4399
259224;2;3403;11;100180586;"10/6/2016";1;799;0;4399
259225;1;4153;1;100180587;"10/6/2016";1;3600;0;4399
259226;1;3403;1;100180587;"10/6/2016";1;799;0;4399
259227;1;5382;1;100180588;"10/6/2016";1;530;0;530
259228;3;733;1;100180589;"10/6/2016";1;2000;0;2000
259229;1;218;1;100180590;"10/6/2016";1;110;0;110
259230;1;4638;1;100180591;"10/6/2016";1;16899;0;16899
259232;2;6767;11;100180592;"10/6/2016";1;750;0;1245
259234;2;2106;11;100180592;"10/6/2016";1;495;0;1245
259235;3;6768;1;100180593;"10/6/2016";1;1099;0;1099
259237;1;6767;1;100180594;"10/6/2016";1;750;0;1245
259239;1;2106;1;100180594;"10/6/2016";1;495;0;1245
259240;2;4086;1;100180595;"10/6/2016";1;50;0;50
259241;2;6769;11;100180596;"10/6/2016";1;1499;0;1499
259243;2;6770;11;100180597;"10/6/2016";1;1200;0;1200
259245;2;1358;11;100180598;"10/6/2016";1;800;0;800
259246;2;6771;1;100180599;"10/6/2016";1;765;0;765
259247;2;4086;1;100180600;"10/6/2016";1;50;10;40
259248;1;6772;1;100180601;"10/6/2016";1;549;0;549
259250;5;6773;1;100180602;"10/6/2016";1;713;0;713
259252;1;5;1;100180603;"10/6/2016";1;360;0;360
259253;1;5;1;100180604;"10/6/2016";1;360;0;360
259254;2;603;11;100180605;"10/6/2016";1;875;0;875
259255;2;5666;11;100180606;"10/6/2016";1;2499;0;2499
259256;2;6774;1;100180607;"10/6/2016";1;5169;0;5169
259257;2;241;11;100180608;"10/6/2016";1;250;0;250
259258;2;6775;1;100180609;"10/6/2016";1;300;0;300
259260;3;5666;1;100180610;"10/6/2016";1;2499;0;2499
259261;1;6327;1;100180611;"10/6/2016";1;399;0;399
259263;1;241;1;100180612;"10/6/2016";1;250;0;250
259264;1;3525;11;100180613;"10/6/2016";1;400;0;400
259265;1;490;1;100180614;"10/6/2016";1;435;0;435
259266;1;1331;1;100180615;"10/6/2016";1;140;0;140
259267;1;1331;1;100180616;"10/6/2016";1;140;0;140
259268;3;218;1;100180617;"10/6/2016";1;110;0;110
259269;1;218;1;100180618;"10/6/2016";1;110;0;110
259270;3;608;1;100180619;"10/6/2016";1;1175;0;1175
259271;2;14;6;100180620;"10/6/2016";1;320;0;320
259272;2;5;11;100180621;"10/6/2016";1;360;0;360
259273;1;5;1;100180622;"10/6/2016";1;360;0;360
259274;1;88;1;100180623;"10/6/2016";1;190;0;445
259275;1;5364;1;100180623;"10/6/2016";1;255;0;445
259276;1;4516;1;100180624;"10/6/2016";1;1199;0;1199
259277;1;6776;1;100180625;"10/6/2016";1;375;0;375
259279;1;6744;1;100180626;"10/6/2016";1;1300;0;1300
259280;1;6777;1;100180627;"10/6/2016";1;399;0;399
259282;1;340;1;100180628;"10/6/2016";1;299;0;299
259283;1;6778;1;100180629;"10/6/2016";1;599;0;599
259285;1;6779;1;100180630;"10/6/2016";1;33000;0;33000
259286;1;5750;1;100180631;"10/6/2016";1;375;0;375
259287;1;1325;1;100180632;"10/6/2016";2;299;0;598
259288;2;5012;11;100180633;"10/6/2016";1;1600;0;1600
259289;1;162;1;100180634;"10/6/2016";1;640;0;640
259290;2;2345;1;100180635;"10/6/2016";3;299;0;1794
259291;2;1324;1;100180635;"10/6/2016";3;299;0;1794
259292;2;3334;11;100180636;"10/6/2016";1;700;0;1
259293;2;1228;11;100180636;"10/6/2016";1;300;0;1
259294;2;3917;11;100180637;"10/6/2016";1;900;0;900
259296;3;3917;1;100180638;"10/6/2016";1;900;0;900
259298;1;4420;1;100180639;"10/6/2016";1;12599;0;12599
259300;1;6736;1;100180640;"10/6/2016";1;805;0;805
259301;1;4317;7;100180641;"10/6/2016";1;1100;0;1100
259302;1;907;1;100180642;"10/6/2016";1;599;0;599
259304;2;6095;11;100180643;"10/6/2016";1;300;0;300
259306;2;2010;11;100180644;"10/6/2016";1;895;0;895
259307;1;315;1;100180645;"10/6/2016";1;210;0;210
259308;1;5785;1;100180646;"10/6/2016";1;7400;0;7400
259309;1;2100;1;100180647;"10/6/2016";6;70;0;420
259310;2;828;11;100180648;"10/6/2016";1;250;0;250
259311;1;828;1;100180649;"10/6/2016";1;250;0;250
259312;1;4420;1;100180650;"10/6/2016";1;12599;0;12599
259314;2;1678;11;100180651;"10/6/2016";1;15300;0;15300
259315;3;6780;1;100180652;"10/6/2016";1;1499;0;1499
259317;2;3792;11;100180653;"10/6/2016";1;6575;0;6575
259318;2;1228;11;100180654;"10/6/2016";1;300;0;300
259319;3;4420;1;100180655;"10/6/2016";1;12599;0;12599
259321;3;2252;11;100180656;"10/6/2016";1;24200;0;24200
259322;3;510;1;100180657;"10/6/2016";1;1375;0;1375
259323;1;907;1;100180658;"10/6/2016";1;599;0;599
259325;5;5;1;100180659;"10/6/2016";1;360;0;360
259326;5;5;1;100180660;"10/6/2016";1;360;0;360
259327;2;4672;1;100180661;"10/6/2016";1;12599;0;12599
259329;1;5;1;100180662;"10/6/2016";1;360;0;360
259330;2;4420;1;100180663;"10/6/2016";1;12599;0;12599
259332;1;5;1;100180664;"10/6/2016";1;360;0;360
259333;1;603;1;100180665;"10/6/2016";1;875;0;875
259334;1;4420;1;100180666;"10/6/2016";1;12599;0;12599
259336;1;3106;1;100180667;"10/6/2016";1;160;0;660
259337;1;6781;1;100180667;"10/6/2016";1;500;0;660
259338;3;4402;1;100180668;"10/6/2016";1;12599;0;12599
259340;1;6782;1;100180669;"10/6/2016";1;225;0;225
259341;1;6783;6;100180670;"10/6/2016";1;11000;0;11000
259342;3;6402;1;100180671;"10/6/2016";1;500;0;500
259344;1;6283;1;100180672;"10/6/2016";1;200;0;200
259346;1;3793;1;100180673;"10/6/2016";1;1399;0;1559
259347;1;143;1;100180673;"10/6/2016";1;160;0;1559
259348;2;3709;11;100180674;"10/6/2016";1;27000;0;27000
259349;5;6192;1;100180675;"10/6/2016";1;399;0;399
259351;1;5;1;100180676;"10/6/2016";1;360;0;360
259352;3;2635;1;100180677;"10/6/2016";1;7899;0;7899
259353;1;5;1;100180678;"10/6/2016";1;360;0;360
259354;1;1189;1;100180679;"10/6/2016";1;599;0;599
259356;2;6784;11;100180680;"10/6/2016";1;2550;0;2550
259357;1;5;1;100180681;"10/6/2016";1;360;0;360
259358;1;5;1;100180682;"10/6/2016";1;360;0;360
259359;2;315;11;100180683;"10/6/2016";1;210;0;210
259360;1;4107;1;100180684;"10/6/2016";1;16899;0;16899
259362;1;315;1;100180685;"10/6/2016";1;210;0;210
259363;1;6785;1;100180686;"10/6/2016";1;3295;0;3295
259365;2;1612;11;100180687;"10/6/2016";1;10499;0;10499
259366;1;1612;1;100180688;"10/6/2016";1;10499;0;10499
259367;2;6784;11;100180689;"10/6/2016";1;2550;0;2550
259368;1;1060;1;100180690;"10/6/2016";1;15999;0;15999
259369;3;6784;1;100180691;"10/6/2016";1;2550;0;2550
259370;1;6673;1;100180692;"10/6/2016";1;300;0;300
259372;3;6786;1;100180693;"10/6/2016";1;1000;0;1000
259373;1;6787;1;100180694;"10/6/2016";1;4195;0;4195
259375;2;6788;11;100180695;"10/6/2016";1;1999;0;1999
259377;2;6788;11;100180696;"10/6/2016";1;1999;0;1999
259379;1;341;1;100180697;"10/6/2016";1;299;0;299
259380;2;6788;11;100180698;"10/6/2016";1;1999;0;1999
259382;1;6788;1;100180699;"10/6/2016";1;1999;0;1999
259384;1;492;1;100180700;"10/6/2016";1;299;0;299
259385;2;5957;11;100180701;"10/6/2016";1;1470;0;1470
259387;1;5957;1;100180702;"10/6/2016";1;1470;0;1470
259389;2;1060;11;100180703;"10/6/2016";1;15999;0;15999
259390;2;6128;11;100180704;"10/6/2016";1;1050;0;1050
259391;2;843;11;100180705;"10/6/2016";1;290;0;290
259392;1;6789;1;100180706;"10/6/2016";1;513;0;513
259393;1;6790;1;100180707;"10/6/2016";1;1240;0;1240
259394;1;5;1;100180708;"10/6/2016";1;360;0;360
259395;2;3709;11;100180709;"10/6/2016";1;27000;0;27000
259396;2;5431;11;100180710;"10/6/2016";1;66999;0;66999
259397;1;5827;1;100180711;"10/6/2016";1;300;0;300
